region,statistikkvariabel,år,alder,value,Framskriving,Tabell
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2012,0 år,328,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2012,1-5 år,1930,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2012,6-12 år,2912,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2012,13-15 år,1344,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2012,16-19 år,1786,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2012,20-66 år,21739,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2012,67-79 år,3394,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2012,80-89 år,1466,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2012,90 år eller eldre,320,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2013,0 år,387,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2013,1-5 år,1905,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2013,6-12 år,2880,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2013,13-15 år,1310,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2013,16-19 år,1789,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2013,20-66 år,21926,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2013,67-79 år,3533,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2013,80-89 år,1440,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2013,90 år eller eldre,331,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2014,0 år,391,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2014,1-5 år,1949,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2014,6-12 år,2826,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2014,13-15 år,1321,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2014,16-19 år,1834,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2014,20-66 år,22026,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2014,67-79 år,3711,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2014,80-89 år,1386,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2014,90 år eller eldre,355,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2015,0 år,395,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2015,1-5 år,1981,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2015,6-12 år,2835,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2015,13-15 år,1329,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2015,16-19 år,1777,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2015,20-66 år,22172,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2015,67-79 år,3896,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2015,80-89 år,1359,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2015,90 år eller eldre,354,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2016,0 år,402,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2016,1-5 år,2012,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2016,6-12 år,2867,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2016,13-15 år,1275,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2016,16-19 år,1806,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2016,20-66 år,22323,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2016,67-79 år,4035,2012,09482
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2016,80-89 år,1346,2012,09482
