region,statistikkvariabel,år,alder,value,Framskriving,Tabell
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2022,0 år,319,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2022,1-5 år,1722,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2022,6-12 år,2850,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2022,13-15 år,1273,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2022,16-19 år,1717,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2022,20-44 år,11152,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2022,45-66 år,10915,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2022,67-79 år,4868,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2022,80-89 år,1477,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2022,90 år eller eldre,331,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2023,0 år,321,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2023,1-5 år,1693,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2023,6-12 år,2862,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2023,13-15 år,1286,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2023,16-19 år,1720,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2023,20-44 år,11250,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2023,45-66 år,10900,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2023,67-79 år,4935,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2023,80-89 år,1557,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2023,90 år eller eldre,334,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2024,0 år,320,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2024,1-5 år,1704,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2024,6-12 år,2775,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2024,13-15 år,1342,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2024,16-19 år,1717,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2024,20-44 år,11267,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2024,45-66 år,10889,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2024,67-79 år,5029,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2024,80-89 år,1658,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2024,90 år eller eldre,322,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2025,0 år,318,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2025,1-5 år,1693,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2025,6-12 år,2754,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2025,13-15 år,1321,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2025,16-19 år,1724,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2025,20-44 år,11275,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2025,45-66 år,10859,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2025,67-79 år,5079,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2025,80-89 år,1786,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2025,90 år eller eldre,317,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2026,0 år,319,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2026,1-5 år,1687,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2026,6-12 år,2715,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2026,13-15 år,1317,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2026,16-19 år,1722,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2026,20-44 år,11303,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2026,45-66 år,10838,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2026,67-79 år,5114,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2026,80-89 år,1896,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2026,90 år eller eldre,324,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2027,0 år,321,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2027,1-5 år,1705,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2027,6-12 år,2666,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2027,13-15 år,1253,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2027,16-19 år,1784,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2027,20-44 år,11286,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2027,45-66 år,10865,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2027,67-79 år,5128,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2027,80-89 år,1999,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2027,90 år eller eldre,344,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2028,0 år,322,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2028,1-5 år,1700,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2028,6-12 år,2638,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2028,13-15 år,1249,2022,13600
Porsgrunn (2020-2023),Hovedalternativet (MMMM),2028,16-19 år,1786,2022,13600
