region,statistikkvariabel,år,alder,value,Framskriving,Tabell
Porsgrunn (-2019),Hovedalternativet (MMMM),2016,0 år,352,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2016,1-5 år,1897,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2016,6-12 år,2886,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2016,13-15 år,1276,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2016,16-19 år,1863,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2016,20-44 år,11332,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2016,45-66 år,10582,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2016,67-79 år,4074,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2016,80-89 år,1344,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2016,90 år eller eldre,349,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2017,0 år,352,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2017,1-5 år,1836,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2017,6-12 år,2948,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2017,13-15 år,1248,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2017,16-19 år,1818,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2017,20-44 år,11353,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2017,45-66 år,10716,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2017,67-79 år,4206,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2017,80-89 år,1339,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2017,90 år eller eldre,344,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2018,0 år,360,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2018,1-5 år,1842,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2018,6-12 år,2916,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2018,13-15 år,1266,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2018,16-19 år,1787,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2018,20-44 år,11377,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2018,45-66 år,10804,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2018,67-79 år,4328,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2018,80-89 år,1355,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2018,90 år eller eldre,357,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2019,0 år,368,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2019,1-5 år,1845,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2019,6-12 år,2903,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2019,13-15 år,1312,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2019,16-19 år,1766,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2019,20-44 år,11397,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2019,45-66 år,10877,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2019,67-79 år,4450,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2019,80-89 år,1374,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2019,90 år eller eldre,365,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2020,0 år,375,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2020,1-5 år,1884,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2020,6-12 år,2881,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2020,13-15 år,1308,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2020,16-19 år,1737,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2020,20-44 år,11431,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2020,45-66 år,10951,2016,11168
Porsgrunn (-2019),Hovedalternativet (MMMM),2020,67-79 år,4568,2016,11168
