region,statistikkvariabel,år,alder,value,Framskriving,Tabell
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2010,0 år,364,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2010,1-5 år,1925,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2010,6-12 år,2922,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2010,13-15 år,1359,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2010,16-19 år,1853,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2010,20-66 år,21239,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2010,67-79 år,3142,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2010,80-89 år,1581,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2010,90 år eller eldre,238,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2011,0 år,382,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2011,1-5 år,1906,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2011,6-12 år,2932,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2011,13-15 år,1348,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2011,16-19 år,1821,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2011,20-66 år,21464,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2011,67-79 år,3228,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2011,80-89 år,1526,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2011,90 år eller eldre,286,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2012,0 år,379,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2012,1-5 år,1902,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2012,6-12 år,2958,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2012,13-15 år,1354,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2012,16-19 år,1774,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2012,20-66 år,21630,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2012,67-79 år,3362,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2012,80-89 år,1474,2010,08109
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2012,90 år eller eldre,315,2010,08109
